subject,bone,iters,A_before,A_after,rmsd_ab,rmsd_ba,rmsd_2way,rmsd,d_mean,d_min,d_max,d_median,d_std,d_95,d_5
50008L,tpm,200,150.41486080990086,144.6766071198074,0.002896417796140452,0.003279295585658314,0.003093785350336802,0.003093785350336802,0.0022608234829118367,6.86121120413744e-07,0.01917490773656488,0.0016824493012124692,0.002111915001384526,0.006407614872328472,0.00014391993007026758
50008L,tpm,400,150.41486080990086,141.78652401234353,0.0055540976857278304,0.005903566775403282,0.005731496391617671,0.005731496391617671,0.004231621955294778,5.255707995775495e-07,0.03061447594818923,0.0032075862103364164,0.003865672841122691,0.012053041815663686,0.00026286059911545626
50008L,tpm,800,150.41486080990086,138.26245048758986,0.010788846783159044,0.011004761534644164,0.010897338926198107,0.010897338926198107,0.008097451876296539,8.764147389412534e-07,0.05406032759563277,0.006112828388866032,0.0072926859786702864,0.02354610138137814,0.000506035943384173
50008L,tpm,1600,150.41486080990086,134.29060882636833,0.02173315235394473,0.02157661490324915,0.02165502507413564,0.02165502507413564,0.016168293912212223,1.0737927477175677e-05,0.0998067003885143,0.012134954451774246,0.014405776026641691,0.04690755921809271,0.001128939099056227
50014R,tpm,25,217.37420565689678,215.94722411187132,0.0004965717872252941,0.0007327989724693171,0.0006259304569679485,0.0006259304569679485,0.0003866935135679591,5.68071150974457e-08,0.0076675631400781865,0.000253251014012202,0.0004921961636629966,0.0011598678204391775,2.2862302137595086e-05
50014R,tpm,50,217.37420565689678,214.79509166979346,0.000932308402583188,0.0012954137590407064,0.001128560092471639,0.001128560092471639,0.000716639903439671,3.8849490167963904e-08,0.013159799248282526,0.00047652472195399375,0.0008718228782944238,0.002156507034338881,4.2414595143620784e-05
50014R,tpm,100,217.37420565689678,212.98926038310105,0.0017015180192942298,0.002182489355989649,0.0019568371622328555,0.0019568371622328555,0.0012908045701789013,1.1155356315076955e-07,0.021155273871113607,0.0008750035254737585,0.001470726093159701,0.0038379504161514563,8.669354822877529e-05
50014R,tpm,200,217.37420565689678,210.42174456238948,0.003074781421183097,0.003606628449009069,0.003351272113485736,0.0033512721134857366,0.0023095328045084867,3.0574413732597945e-08,0.03238684405433997,0.0016340194655301656,0.0024283910318411077,0.006588701102013402,0.00016265944374758593
50014R,tpm,400,217.37420565689678,207.0621606740009,0.005644403021392945,0.006127222165346636,0.005890761280659101,0.005890761280659102,0.004204042208551377,1.5723715384225157e-07,0.0486966974987489,0.003093305896281138,0.004126390380760275,0.011727429004498734,0.00030342386711782273
50014R,tpm,800,217.37420565689678,202.95799257988256,0.010569875690714364,0.010915197029722417,0.010743923825000239,0.010743923825000239,0.007760978272462786,3.245321995840595e-06,0.07388352370130669,0.005808891479729438,0.007429610717377345,0.021483947088640522,0.0005301255711478925
50014R,tpm,1600,217.37420565689678,198.24573357217662,0.020510888859540267,0.020525922619421686,0.02051840711637845,0.020518407116378454,0.014694177532982348,3.549245154853296e-07,0.1172731192975013,0.010891701027234666,0.014320830186223378,0.04148287013511641,0.001170833208580387
50016L,tpm,25,253.3845350037647,251.65802858080139,0.0005849040913622802,0.0009887479066241992,0.0008123223556403181,0.0008123223556403181,0.00044945641243853134,7.051805904451852e-09,0.011036386105655441,0.00026581499028944454,0.0006766509756077504,0.0014859734249320728,2.345541294878046e-05
50016L,tpm,50,253.3845350037647,250.29011578688943,0.0011011086276525184,0.001713942730732405,0.0014404929527979764,0.0014404929527979764,0.0008269168401432181,2.77161702460593e-07,0.01744578186632794,0.0005011006349932424,0.0011795034915370907,0.0027707752620203157,4.829056213341135e-05
50016L,tpm,100,253.3845350037647,248.18336098503394,0.0020154402461531233,0.0028162837195581806,0.002448821489498798,0.0024488214894987977,0.0014756136166792467,7.113601043958078e-08,0.02520700903119527,0.0009226476938580962,0.001954300678427428,0.004835989934965148,8.616296518354879e-05
50016L,tpm,200,253.3845350037647,245.23879317924812,0.003631675154481814,0.0045013061221264115,0.004089671211281735,0.004089671211281735,0.0025974942991719915,4.77366543830503e-07,0.03352048833480274,0.0016654601831714052,0.0031588659329189034,0.008484269585112605,0.00015253475860935485
50016L,tpm,400,253.3845350037647,241.43053279592925,0.006521123044740505,0.0072934046793817495,0.0069180487704942235,0.006918048770494223,0.004588034934118498,2.2742510023290606e-07,0.05515436310778754,0.00303423073605531,0.005177773096056344,0.014772605344268936,0.00027831248102941987
50016L,tpm,800,253.3845350037647,236.82993478174913,0.011626712563301998,0.012204027984085824,0.011918866222631967,0.011918866222631967,0.008086206200655751,1.2726913589535108e-06,0.09330887516515782,0.0054849398345409054,0.008756291527437496,0.024745857063057156,0.000533474936464142
50016L,tpm,1600,253.3845350037647,231.6351079546863,0.02095722226476317,0.02121114407700982,0.02108456542248801,0.021084565422488013,0.014289363337072047,1.0725233625978758e-06,0.15642338151384913,0.00971271523736138,0.015503967056089812,0.0421058759823169,0.0008941176930067601
50017L,tpm,25,210.14388656608165,208.67657313189193,0.0006369421037807327,0.001069244535318564,0.0008800508848575853,0.0008800508848575852,0.0004943804014831214,7.324951122516127e-08,0.00958611137977241,0.000303602059687872,0.0007280642681576993,0.001562876446891846,2.8446185786191046e-05
50017L,tpm,50,210.14388656608165,207.50353505552448,0.0012108797426916278,0.0018664370943258012,0.0015731842197174942,0.0015731842197174942,0.0009178453255243125,1.7874701119727154e-08,0.01572296376910093,0.000581173090502531,0.0012776809255762214,0.0028510883529722147,5.448966239539508e-05
50017L,tpm,100,210.14388656608165,205.67824932089718,0.0022579690333049034,0.0031051071295031566,0.0027147849308053126,0.002714784930805313,0.0016622102795461604,3.77079987700334e-08,0.024658310982733998,0.0010846693878075464,0.0021464189262813266,0.005277570182075047,9.814669584477907e-05
50017L,tpm,200,210.14388656608165,203.09057726900477,0.00418759698213704,0.005079580946324763,0.004655003280077728,0.004655003280077728,0.002991272268708411,4.731073292356743e-07,0.037800956751965244,0.001963404421734462,0.003566699560096202,0.009506859326695465,0.00018613905348168546
50017L,tpm,400,210.14388656608165,199.6828273727308,0.0077898272249210376,0.008530233580569221,0.008168423750430427,0.008168423750430427,0.005440797056328286,1.261632238496004e-07,0.05713981506691844,0.003652283839942823,0.006092690206997673,0.016376164549272803,0.0003431345241102503
50017L,tpm,800,210.14388656608165,195.45190060722683,0.014453736071888672,0.014935131082552424,0.014696404779551347,0.014696404779551345,0.010022610981020632,1.7924569623378066e-06,0.08671187072703239,0.006823543469117211,0.010748561883691431,0.03018783256651409,0.0006674388322169734
50017L,tpm,1600,210.14388656608165,190.46667326701453,0.027125925615101066,0.027304347485107707,0.027215282765970884,0.027215282765970884,0.018809584758687842,7.877115055423733e-06,0.1417922684583035,0.01304810777780184,0.01966904006903972,0.05781543937546532,0.0011992039959898679
50019R,tpm,25,206.37775915390728,204.81221922213976,0.000548951204885825,0.0007381627961293856,0.0006504735732276723,0.0006504735732276723,0.00043995568866577047,8.950159759002323e-08,0.006074567316025091,0.0003042727940480969,0.0004791188385757792,0.001271148178275834,2.7478395980832505e-05
50019R,tpm,50,206.37775915390728,203.53533256176314,0.0010363623693201824,0.0013350780839990212,0.0011950900491003679,0.0011950900491003679,0.0008241770539461073,4.318038463049716e-07,0.010357094919664002,0.0005764945561906475,0.0008654319206081062,0.002359950966628126,4.8339347918804856e-05
50019R,tpm,100,206.37775915390728,201.51727007704073,0.0019058295474144447,0.0023160197859985283,0.0021208646718891113,0.0021208646718891113,0.0015078455229758296,1.1025828367633942e-08,0.016128282828109165,0.001102033122546007,0.0014914653315813461,0.004177327854008256,9.580117930614529e-05
50019R,tpm,200,206.37775915390728,198.63585738020737,0.00346505018214433,0.003941618925336369,0.003710992624443512,0.0037109926244435114,0.0027513361880584404,5.085517002962456e-08,0.0233814399821743,0.0021103165083166744,0.002490304286418468,0.007314566872912364,0.00018307626560737383
50019R,tpm,400,206.37775915390728,194.89452071250233,0.006352472937182213,0.006823950866104465,0.006592428150561836,0.0065924281505618364,0.005083919827388427,1.3352054092372238e-06,0.034963217025799694,0.0041058807832588945,0.004196887907605703,0.012877907237670443,0.0003721905664947908
50019R,tpm,800,206.37775915390728,190.45034577986306,0.011724937756871806,0.012134722988071528,0.011931589739002713,0.011931589739002713,0.00944347679393577,4.3340600538587123e-07,0.05112933352334774,0.007836511419684096,0.007292707298546366,0.02302771036831633,0.0006858783425099651
50019R,tpm,1600,206.37775915390728,185.62279006433778,0.021805970883277532,0.022066118669003248,0.021936430421525755,0.021936430421525755,0.017465758938051787,1.7974608592670483e-06,0.07463890966003693,0.014419450483334192,0.013272311191209493,0.041235054330469846,0.0012683313301277083
50020R,tpm,25,234.79584670927184,233.06821436421154,0.0005331655126752191,0.0008410129692808793,0.0007041194069207546,0.0007041194069207546,0.00040289165262190774,1.149489623157961e-08,0.0107849573185848,0.00026685396371117776,0.0005774620813958465,0.0011318150222034747,2.3584506109784917e-05
50020R,tpm,50,234.79584670927184,231.67201695361967,0.0010035266103309581,0.0014733061476230268,0.0012604952721581599,0.0012604952721581597,0.0007484549220159639,7.224526887591688e-08,0.01761392822731793,0.0005041194212172096,0.0010142305264796315,0.0021339387931162378,4.2722762284267015e-05
50020R,tpm,100,234.79584670927184,229.48253661249447,0.0018358010680765413,0.0024529968389101894,0.0021664901399792193,0.002166490139979219,0.001348523928237461,6.133435535019944e-09,0.02616779027352629,0.0009338211766986034,0.0016956304849813778,0.003864191161978679,8.347888892452831e-05
50020R,tpm,200,234.79584670927184,226.3727155123252,0.0033037583696824456,0.003980232017204996,0.003657667718371269,0.0036576677183712686,0.002399472145692652,1.482421757357869e-07,0.035838063221848133,0.0016927466011205927,0.0027606279285808115,0.00691546125824165,0.00013317248308959803
50020R,tpm,400,234.79584670927184,222.32752088340197,0.005940555402972025,0.006548403524611106,0.006251871208563051,0.006251871208563051,0.004318828769242631,1.1726506959057224e-07,0.04688352954011761,0.003092025014653949,0.004520355259315556,0.012315692588058976,0.00026568664775324525
50020R,tpm,800,234.79584670927184,217.48864093717867,0.010690982853918864,0.011115994534760964,0.010905559336403216,0.010905559336403216,0.00787257864188156,3.271604926040637e-06,0.06338648232407365,0.005814713753555337,0.007546769505371267,0.022348526559226773,0.0005032157642391433
50020R,tpm,1600,234.79584670927184,212.19085034215286,0.01966236612642215,0.01971324480954843,0.01968782190353546,0.019687821903535463,0.01469320342251212,1.1470086018214644e-07,0.08714124234607794,0.011271139385588668,0.013104201787595032,0.041407912451848605,0.001022001958573626
50021R,tpm,25,230.6313690824549,229.51696783455262,0.0005677498908494379,0.0007325815876836078,0.000655368492213573,0.000655368492213573,0.00043512625570162007,6.68758128393456e-08,0.009332196199256028,0.0003047593636323314,0.0004900744863644508,0.0012662381326983805,2.7867905415982134e-05
50021R,tpm,50,230.6313690824549,228.6179354225377,0.0010857171166358706,0.001351593036752338,0.0012258844550677515,0.0012258844550677515,0.0008264663768051779,6.432405615935601e-09,0.01740901961930224,0.0005876026251626441,0.000905398268822776,0.002416293531894079,5.702430111204741e-05
50021R,tpm,100,230.6313690824549,227.2072650536673,0.0020435915630585186,0.00242199331782234,0.00224079429089107,0.00224079429089107,0.0015444331564608226,4.594060999453938e-07,0.031164542247859715,0.0011137532478101683,0.0016235409693982083,0.00448531298776539,0.00011223078896147658
50021R,tpm,200,230.6313690824549,225.18306223698414,0.0038499277594195537,0.0043186375687230705,0.004091000745706091,0.00409100074570609,0.0028821711426089526,4.774097215066819e-07,0.05301230468080415,0.00210730876513657,0.002903338872071256,0.008132902314874041,0.00020374962073597654
50021R,tpm,400,230.6313690824549,222.46852831982056,0.007371527907781286,0.007893777155518316,0.007637117960205314,0.007637117960205316,0.005470361252224063,6.091977190863661e-07,0.08610275265404156,0.004125030387762042,0.005329232450199201,0.015294187758542022,0.000429590512879939
50021R,tpm,800,230.6313690824549,219.01201091513525,0.014222776267948711,0.014803933179199825,0.014516263333625814,0.014516263333625814,0.01049107885181084,9.301168715481305e-07,0.13672221364716244,0.007957675434564514,0.010032904150656309,0.028489611611940573,0.0008700065702579874
50021R,tpm,1600,230.6313690824549,214.7747372244698,0.027536299068130127,0.028192785213441682,0.02786647541815039,0.027866475418150394,0.02017956571818017,5.814923730905693e-07,0.21429314817742479,0.015432922923134659,0.019217845343743083,0.05774238793157627,0.001587239964369582
50024R,tpm,25,207.7516769844209,206.3565915219,0.0006310104066130555,0.0010518949245011413,0.0008673687409185425,0.0008673687409185424,0.0004584162782688379,7.43609567564425e-08,0.01754505056349138,0.00026670724889127026,0.0007363308010267973,0.0015007386891973229,2.1722225326672183e-05
50024R,tpm,50,207.7516769844209,205.2409592930977,0.0012052456785864708,0.0018474210943680638,0.0015597406588384265,0.0015597406588384265,0.0008591993785719951,2.242084279507199e-07,0.028567376427258765,0.00050771031613866,0.0013017554880603447,0.0028545861805877168,4.32930876898606e-05
50024R,tpm,100,207.7516769844209,203.5015885120294,0.0022697805156937506,0.0031075152838827198,0.002721080192587834,0.002721080192587834,0.0015788234752491751,1.6866973513224676e-07,0.04278461369336386,0.0009442760505297334,0.0022162115983127514,0.005274359056179834,7.342879095994042e-05
50024R,tpm,200,207.7516769844209,201.02675780329173,0.004276028822119258,0.005177065319925289,0.004747969450953099,0.0047479694509531,0.002915762833559377,4.435788043381431e-07,0.060565322340534154,0.0017751879765491902,0.0037472044253840315,0.00980633357080745,0.0001487927445046398
50024R,tpm,400,207.7516769844209,197.76304913392227,0.008089886509814796,0.008896852122535465,0.008502947766273389,0.008502947766273389,0.005518354296094324,7.911984296835264e-07,0.0846190934835381,0.0035562488845004743,0.006468994247852669,0.01832934141226861,0.00028798521396822334
50024R,tpm,800,207.7516769844209,193.74778057202138,0.015204342206088784,0.01585597818580653,0.015533577600614504,0.015533577600614504,0.010590149980961378,2.4887809710917988e-08,0.11955049516248457,0.007327763588589493,0.011364011459649994,0.03342598690701942,0.0006355281436322059
50024R,tpm,1600,207.7516769844209,189.13484475540582,0.028518439525925574,0.029055595749302804,0.028788270505023198,0.028788270505023198,0.02051839069355619,1.716015939218153e-06,0.17415958040242138,0.014984160360587126,0.02019307212924708,0.05985391260247416,0.0013528263286270363
50027L,tpm,25,224.31267045293137,222.53843634158886,0.0006481087881525457,0.0010478189478286396,0.000871197322283901,0.0008711973222839012,0.0005348698301627427,1.484306163131695e-08,0.00952260004143819,0.0003405472333542909,0.0006876765512479819,0.0016972684503596643,2.7703406345881546e-05
50027L,tpm,50,224.31267045293137,221.11361419112876,0.0012224111832789587,0.001833780752448321,0.0015583710965388498,0.0015583710965388498,0.0009897896540187246,1.2620810507820741e-08,0.014817753274117992,0.0006488556026208139,0.0012036764163699438,0.0031282295665629716,5.315978805894544e-05
50027L,tpm,100,224.31267045293137,218.88830827103095,0.0022448249107884107,0.0030498153369985684,0.0026777427499563777,0.0026777427499563777,0.0017781779539262075,6.066899903948489e-07,0.021739019170990373,0.001206347585638149,0.002002096251211402,0.005413080744957036,9.283936163083251e-05
50027L,tpm,200,224.31267045293137,215.7340444188222,0.004065408460924422,0.004949264671018836,0.004528949477414772,0.004528949477414772,0.0031485108227618914,4.872005923902698e-09,0.03067438120408379,0.002250346933321896,0.003255497345710295,0.009206345124110669,0.00017816417546335868
50027L,tpm,400,224.31267045293137,211.62768736400196,0.007364217759373639,0.008178303371146497,0.007781913300660071,0.007781913300660072,0.005589846536504946,3.3262024728136827e-07,0.04850457689572997,0.004093396013190122,0.005414036416326897,0.015649835868116604,0.00033076552507523715
50027L,tpm,800,224.31267045293137,206.65338744354477,0.01335551334097342,0.014041609079648257,0.013702855945870908,0.013702855945870908,0.009975055627167082,3.7014104610592216e-06,0.08763894018558872,0.0075600117998041345,0.00939502667948378,0.027732264842735225,0.0005946386329851721
50027L,tpm,1600,224.31267045293137,201.01541130122985,0.024448456033030808,0.02505036166772887,0.02475123857590828,0.024751238575908285,0.01790747053232889,1.3113950643255808e-06,0.15492863827459055,0.013229324833386447,0.017086436438745873,0.0494967291154728,0.0012185064357336081
50029R,tpm,25,196.5167738032462,195.36458205240945,0.0005882386002889869,0.0008143629751435455,0.0007103561452379339,0.000710356145237934,0.00044606813420886585,5.0998231767813213e-08,0.006257928606855418,0.0002826507445102859,0.0005528372931710721,0.0014229060090412476,2.2176132540852224e-05
50029R,tpm,50,196.5167738032462,194.44182323060315,0.001126828340499685,0.0014877229626420144,0.0013196707397160866,0.0013196707397160866,0.0008427219327367408,1.852896576976339e-07,0.010381636336470514,0.0005462922574616816,0.0010155543340202213,0.0027178074501151817,4.2988610020156034e-05
50029R,tpm,100,196.5167738032462,192.99924969902298,0.002127750165601265,0.00263065300946354,0.0023924523008218776,0.0023924523008218776,0.0015667031040376223,3.007259520973233e-07,0.01917890226606848,0.0010179193517728116,0.0018081121081135359,0.004956635543875908,8.389143375801296e-05
50029R,tpm,200,196.5167738032462,190.92698682534058,0.004022011294888771,0.004624094727241426,0.004333522060790438,0.004333522060790438,0.0029273949604052486,1.6840364963319133e-07,0.034243660834059456,0.001964471088442096,0.0031952734150853764,0.009114464530580098,0.0001718903636365082
50029R,tpm,400,196.5167738032462,188.12808564512625,0.007689774359650263,0.00834262198696804,0.008022841495373606,0.008022841495373606,0.005570892875871505,9.156799967791061e-07,0.058872489678625156,0.003858257285747683,0.005773312586847579,0.01644528471512746,0.0003141053607560746
50029R,tpm,800,196.5167738032462,184.5396175166952,0.014770683557133782,0.01548030368932262,0.01512965457402511,0.01512965457402511,0.010708417603568748,6.841642072429336e-08,0.09697911280935272,0.007487598108475685,0.010688135476166922,0.02951053780851523,0.0005972852112765219
50029R,tpm,1600,196.5167738032462,180.1636417704492,0.028538551252565356,0.029361677784551777,0.028953039822436098,0.028953039822436098,0.020635056443570696,4.498560809536559e-06,0.15527818821012496,0.014522787973947744,0.020309430334950855,0.05702442492664742,0.0012276246257702673
50034R,tpm,25,292.3046437851993,290.68377359573526,0.0004740090392763035,0.0007381515149975077,0.000620303243748072,0.000620303243748072,0.0003659857912639203,9.087856616140049e-08,0.010629310569067702,0.00024276946300989067,0.0005008298261858034,0.0010714812634485327,2.2701459103608244e-05
50034R,tpm,50,292.3046437851993,289.37420400485246,0.0009047838099428526,0.0013059959925629005,0.0011234454315464236,0.0011234454315464236,0.0006861417437195794,1.638307875424133e-07,0.01785256866614517,0.00045700141709357513,0.0008895724507807021,0.002019333641863148,4.247105401945745e-05
50034R,tpm,100,292.3046437851993,287.3110207580935,0.0016982969552732311,0.002226865504543836,0.0019802957510959823,0.0019802957510959823,0.0012581154734236171,1.1389193560478753e-07,0.028287237519269277,0.0008402582880282023,0.0015292863424947168,0.0037528343244518187,7.543699955965223e-05
50034R,tpm,200,292.3046437851993,284.33331913047704,0.0031766436669838105,0.003764230106787052,0.003482850361688714,0.0034828503616887137,0.00229976115664297,7.110979495865716e-07,0.0434902403348341,0.001544952233683442,0.0026155965408127062,0.006857439975662947,0.00014329710629781394
50034R,tpm,400,292.3046437851993,280.3375862255137,0.005976473495115078,0.006520239794622959,0.006254269038712593,0.006254269038712593,0.004245568038958839,2.8417901942051685e-07,0.06303983275379087,0.002826416139079553,0.004592497494302,0.012706511052067802,0.00025354478859657305
50034R,tpm,800,292.3046437851993,275.33468280160224,0.01122456059133778,0.011655102273710942,0.011441856699838429,0.01144185669983843,0.007870682065627325,1.0076187312280293e-06,0.09893759748598674,0.005231376368699332,0.008304724472338017,0.02400032903135151,0.00042571028739409175
50034R,tpm,1600,292.3046437851993,269.47286075754516,0.021208707080358182,0.021454753294196077,0.02133208493016157,0.02133208493016157,0.01472082589030803,8.908529130871398e-07,0.15454233712117377,0.009480354310018582,0.01543875424297126,0.046389492008007925,0.0008460981936790719
50037L,tpm,25,283.3767836987548,281.15528381382614,0.0005693036343707556,0.0009378531267276696,0.0007757819008653842,0.000775781900865384,0.00045537780808677336,5.657152676206805e-09,0.012461811691272556,0.00028648485986364154,0.0006280673607284448,0.0013474737315265935,2.3859680677331794e-05
50037L,tpm,50,283.3767836987548,279.3802907853295,0.00108251329824257,0.0016455719925952635,0.0013927925587979629,0.0013927925587979629,0.0008489504598231081,1.1460513917196831e-07,0.02131678144278982,0.0005481961033440086,0.0011041531726210408,0.002519705715784406,5.0262693295049145e-05
50037L,tpm,100,283.3767836987548,276.61690225454356,0.0020145860644831728,0.0027493210946577776,0.0024101165420721917,0.0024101165420721917,0.0015440265486939585,1.3728008378061593e-07,0.03325769506525057,0.0010287037506724423,0.0018505793047849212,0.004536979812556421,8.625680231794961e-05
50037L,tpm,200,283.3767836987548,272.7231448056613,0.003704708953469955,0.0044827651041618195,0.0041121801644025385,0.0041121801644025385,0.002792741290802321,1.3435940359741374e-07,0.047212453463447476,0.0019352638121910432,0.003018380656437069,0.008161982328960905,0.00017338238803640845
50037L,tpm,400,283.3767836987548,267.7237827623822,0.006756958977979512,0.007385035273397799,0.007077967244182034,0.007077967244182034,0.005068397609203694,8.645559777156742e-07,0.06258298617234347,0.003690040524995539,0.004940543086011101,0.014391822896926957,0.00032713568474718115
50037L,tpm,800,283.3767836987548,261.8471018773424,0.012118134324077313,0.01243721722454625,0.012278712305997943,0.012278712305997941,0.009157352569854244,1.0159944722004254e-07,0.08022312991407556,0.007117941934309419,0.008179833115953477,0.02484855749907668,0.000615953308839903
50037L,tpm,1600,283.3767836987548,255.52260021494612,0.0216169514770532,0.02144056725912138,0.021528940005887193,0.021528940005887197,0.016454095681587216,1.6015373059721782e-06,0.10339827502905075,0.013149336957544874,0.013883731237612716,0.042902108971730336,0.001343049536227958
50045R,tpm,25,237.52472138647545,236.199387311792,0.0005648373734787767,0.0008101552214736165,0.0006983526119946024,0.0006983526119946024,0.0004343509528273156,9.24446305369043e-09,0.007248058736652065,0.0002699541067622094,0.0005468414948206536,0.0014113267336133717,2.4118201520738507e-05
50045R,tpm,50,237.52472138647545,235.13750382069625,0.001070610539677026,0.0014508745511312704,0.0012749988021147115,0.0012749988021147115,0.0008154211076857929,1.255917489079578e-07,0.01155769726461435,0.0005152980373411347,0.0009801583354409754,0.002634717748340046,4.7603319616733834e-05
50045R,tpm,100,237.52472138647545,233.48288899691664,0.001981054735703072,0.002488288919611088,0.002249017520308689,0.002249017520308689,0.0014953111347148537,1.6187718252566637e-09,0.01671051823950188,0.0009749386452815852,0.0016799179792636367,0.004761939512800006,8.832940680729534e-05
50045R,tpm,200,237.52472138647545,231.13719938610075,0.003625069790833557,0.004185035956283205,0.0039150770710036685,0.0039150770710036685,0.002727212807412452,2.6677228775404867e-07,0.026447976549796855,0.001877570106500701,0.00280893908353032,0.008363626535728714,0.00015589041278784975
50045R,tpm,400,237.52472138647545,228.063615854442,0.006665014736912412,0.007169332891456721,0.006921768399469272,0.006921768399469272,0.0050396751065947916,1.5628837274915631e-06,0.04088609153186905,0.0036174209906400523,0.004744739465540777,0.014254207398080563,0.00030829015753336127
50045R,tpm,800,237.52472138647545,224.30751330921015,0.012309278320668101,0.012672441866938777,0.012492179866752889,0.012492179866752889,0.009370250809459966,1.1600344516995146e-06,0.06575130638495678,0.00719520665051761,0.008261534820547638,0.024695285929383592,0.0007142580138200363
50045R,tpm,1600,237.52472138647545,219.9932676028203,0.02304887262036841,0.023170921867604985,0.023109977815487227,0.023109977815487223,0.0175512072793173,2.0026580449857432e-07,0.1140002761370649,0.014035603346924285,0.01503416767469191,0.04413698852433088,0.0012357219008522172
50049R,tpm,25,202.5052372330435,201.01950317424604,0.0006513424657850137,0.001037375607704592,0.0008661394689065305,0.0008661394689065304,0.0005161043927009238,2.2542396480455846e-08,0.009735986997124142,0.000334502024757542,0.0006955816525991016,0.0015531647576807535,3.1815147881622264e-05
50049R,tpm,50,202.5052372330435,199.84297743889167,0.001230875289404037,0.00182212582124264,0.0015548627731257567,0.0015548627731257567,0.0009607669898930887,6.730402907601888e-08,0.016600735063229545,0.0006332292811306315,0.0012225076827505391,0.0028698899504573843,5.8613983837510954e-05
50049R,tpm,100,202.5052372330435,198.02680778386417,0.0022721671538107864,0.0030573420995934166,0.0026935185435414113,0.0026935185435414113,0.0017444754779813174,3.416466070960936e-07,0.025992038725163175,0.0012009642376632542,0.002052278599782032,0.005251182083711671,0.00011156818969486958
50049R,tpm,200,202.5052372330435,195.4608456616142,0.004168830064097184,0.0050545529904853755,0.004632906756937009,0.004632906756937009,0.0031539908246100406,2.1983659822735498e-06,0.0374700132650673,0.00226522465202082,0.0033935478332783628,0.009196463499085225,0.00024136842882837903
50049R,tpm,400,202.5052372330435,192.06056657224173,0.007731993554044739,0.008600924873210803,0.008178008100827661,0.008178008100827661,0.005786208299886925,2.1271249684318655e-07,0.05293333794722177,0.004334275388426156,0.005779239570005945,0.01667562378778174,0.000374750529306642
50049R,tpm,800,202.5052372330435,187.82020354020614,0.014436012704452807,0.015219770534441814,0.014833069101237715,0.014833069101237715,0.010709748853663388,1.0116264946543384e-06,0.08543797960806473,0.008240229968026284,0.010262612652416967,0.030457076468413946,0.0007175517407297141
50049R,tpm,1600,202.5052372330435,182.8790278254546,0.027218923047624907,0.02781387527400335,0.027518007101081477,0.02751800710108148,0.019969259831762044,1.754935168226364e-06,0.1370646121527693,0.015433552172529976,0.018933287527176716,0.05808138603441933,0.0013878089489067526
50053R,tpm,25,281.955064430209,280.1926855253315,0.0005581194888864936,0.0008269831699149593,0.0007054780390619949,0.0007054780390619949,0.0004360287552951733,3.1227033005795514e-10,0.010860400961075071,0.00028639896896760493,0.0005545973207242346,0.001303071536834847,2.528940106762889e-05
50053R,tpm,50,281.955064430209,278.7604221707525,0.0010656345022028973,0.0014831930951166965,0.0012914020771407839,0.0012914020771407839,0.0008186717178712237,1.2898019998849707e-09,0.01784970622171359,0.0005457280190120772,0.000998747186830236,0.0024545077677428704,4.647535233251166e-05
50053R,tpm,100,281.955064430209,276.49449083821463,0.001998033047662743,0.0025580225091933677,0.0022951704966181056,0.002295170496618105,0.0015055302157539689,2.4383643883472115e-07,0.026781617710921215,0.0010187561367376238,0.0017323932515448128,0.00452851120331545,9.389082801523091e-05
50053R,tpm,200,281.955064430209,273.2227221981491,0.0037243838801371957,0.004356350940220089,0.004052704578487201,0.004052704578487201,0.002763908760008484,2.3841722490576836e-07,0.03894171347668441,0.0019154379570703688,0.0029639876462022384,0.008195580059825128,0.00018702129555974245
50053R,tpm,400,281.955064430209,268.8594999792118,0.006969299890053483,0.0075822141470888215,0.007282208192911452,0.007282208192911452,0.005153249687754752,3.257206582738966e-06,0.05425973430399536,0.003685813018203709,0.00514534486896284,0.014763357279818968,0.0003475948294680382
50053R,tpm,800,281.955064430209,263.4410242815995,0.0130374215404024,0.013592294763392507,0.013317748258566383,0.013317748258566384,0.009674852229832089,1.7365859487205475e-06,0.07626426636404263,0.007348232720677259,0.009152029993911787,0.026564507264448128,0.0005918711655230917
50053R,tpm,1600,281.955064430209,257.12024070058646,0.024585347538192866,0.025078278145785463,0.024833035943387056,0.024833035943387052,0.01827652989474362,6.308231733626625e-07,0.13818968625637795,0.014227368934979482,0.016812142313580865,0.04971199351934246,0.0013153476626378184
