sub,bone,iters,rmsd,d_mean,d_median,d_std,d_max,d_99,d_95,smooth_points,smooth_cells,smooth_A,smooth_V,remesh_points,remesh_cells,remesh_A,remesh_V
50008L,tpm,5,0.0016198940462954742,0.0007964154667537797,0.0003349746682164505,0.0014105953089170837,0.02811430816483463,0.0067418671767026294,0.003016160205111882,8264,16524,771.8878757242848,1462.2525537705747,10171,20338,768.1941316434765,1459.76698564905
50008L,tpm,10,0.0016124074993245168,0.0008335453569666654,0.0003695495447092746,0.0013802391393368237,0.02992182892169476,0.006612683526579727,0.0031587341400095897,8264,16524,771.8878757242848,1462.2525537705747,10144,20284,768.0923000966583,1459.6851482731063
50008L,tpm,20,0.0016705431986267466,0.0008815844279671845,0.0004129624191896965,0.0014189867775437,0.03155129372876313,0.006859606581648193,0.0032257400315742124,8264,16524,771.8878757242848,1462.2525537705747,10132,20260,767.9960853999547,1459.6081019533683
50008L,tpm,40,0.0017798382480012163,0.0009625858188785989,0.00045478836241607536,0.0014970814040465056,0.025939186186119633,0.007218390407158281,0.00355070338084281,8264,16524,771.8878757242848,1462.2525537705747,10116,20228,767.914365881364,1459.5465167745485
50008L,tpm,80,0.001883801457747956,0.0010246469825639173,0.0004957400348630523,0.0015807613650820238,0.036398862125137904,0.007667210506736988,0.0038208635433954444,8264,16524,771.8878757242848,1462.2525537705747,10114,20224,767.9735599258296,1459.6080877880768
50008L,mc1,1,0.0012369399031563113,0.0005801595063505462,0.00019562631351678736,0.001092444630730288,0.02642018645779486,0.005382084413175073,0.0024670307140709316,15614,31224,1496.671013194049,3221.1655281784233,13223,26442,1493.6700088474718,3216.3750305798444
50008L,mc1,5,0.0013221299088239013,0.0006806495919606494,0.00027201993712000917,0.0011334653187329991,0.017097630405486244,0.005613088012811181,0.002805841657683676,15614,31224,1496.671013194049,3221.1655281784233,12859,25714,1493.4802579972788,3216.246871647629
50008L,mc1,10,0.0014424303702639425,0.0007533006526327972,0.00032308729088024015,0.0012300989796771543,0.026244908837691493,0.006060610792800496,0.0030155586119115303,15614,31224,1496.671013194049,3221.1655281784233,12830,25656,1493.3824701699505,3216.1613920205414
50008L,mc1,20,0.0015171765828042095,0.0008087594040083486,0.00035622760127954317,0.00128364052983595,0.023276155304932194,0.006389907594150169,0.003211720757529358,15614,31224,1496.671013194049,3221.1655281784233,12816,25628,1493.2775682213721,3216.076697120326
50008L,mc1,40,0.0016066648708278357,0.0008692149360047164,0.00039439339592702325,0.0013512355095165842,0.027377506310349894,0.006563040366036551,0.0034006731728388976,15614,31224,1496.671013194049,3221.1655281784233,12803,25602,1493.2047332178963,3215.988938945221
50008L,mc1,80,0.0017843867510684707,0.0009840996857240225,0.00045190950873360777,0.0014884837540082771,0.0213373315970211,0.00730932648264908,0.0038639991560178986,15614,31224,1496.671013194049,3221.1655281784233,12797,25590,1493.1853473963895,3215.979958297343
14548R,tpm,1,0.0011902469990590781,0.0006417455818875225,0.00025716120085924075,0.001002422329608128,0.012249263745436247,0.004822977147737304,0.0026097394474567893,8454,16904,752.4536245413801,1435.7870266188986,11361,22718,749.7439918333748,1433.593096513508
14548R,tpm,5,0.0013263516624160575,0.0007519315330407624,0.0003463352803383622,0.001092615074952203,0.013200749914363706,0.005343329955182533,0.002916803265351442,8454,16904,752.4536245413801,1435.7870266188986,11010,22016,749.5504870129961,1433.557376210818
14548R,tpm,10,0.0014231662114828855,0.0008315240844076318,0.0004148366889773629,0.0011549760874393022,0.012203948774099267,0.005650804310790165,0.003092381911508033,8454,16904,752.4536245413801,1435.7870266188986,10980,21956,749.5160153143752,1433.4942123279186
14548R,tpm,20,0.0015029767993784556,0.0008922949784273225,0.0004596952092321266,0.0012094415781439343,0.013634481699975613,0.005885548548584399,0.003290730167120327,8454,16904,752.4536245413801,1435.7870266188986,10955,21906,749.4190538070491,1433.387850156152
14548R,tpm,40,0.0016051764428123803,0.0009654556874035507,0.0004990626820179029,0.0012823754240548844,0.015508224613100786,0.006278466076708033,0.0035224625217519442,8454,16904,752.4536245413801,1435.7870266188986,10951,21898,749.3410843306558,1433.333709905681
14548R,tpm,80,0.0017237851938852148,0.0010394309615874796,0.0005466921478830134,0.001375143145549297,0.015227755415459026,0.006686234371004168,0.0037729137722609463,8454,16904,752.4536245413801,1435.7870266188986,10940,21876,749.3714694655359,1433.4625827949183
14548R,mc1,1,0.0013571872954527605,0.0007233620159031593,0.0002968192783075039,0.0011483487052663473,0.018568978845846306,0.005379724804037441,0.0029290140873266205,17124,34244,1539.6592503324684,3344.747019612042,14075,28146,1536.2039006012078,3339.783445489101
14548R,mc1,5,0.0014582833543832325,0.0008355531184305544,0.00040167341974254526,0.0011951741831014372,0.015743573880492617,0.005779178445909472,0.00311847694564644,17124,34244,1539.6592503324684,3344.747019612042,13537,27070,1536.0264359656703,3339.651742757858
14548R,mc1,10,0.0015423057878346355,0.0008913106025984746,0.00044247992342489034,0.0012586788918877443,0.01645449812617929,0.006128855700758544,0.003260716212260188,17124,34244,1539.6592503324684,3344.747019612042,13506,27008,1535.9681654753522,3339.5852070952337
14548R,mc1,20,0.0016501699249883792,0.0009529468640199232,0.00048162379779074756,0.0013472019357508166,0.022258906823487266,0.0065358135907107135,0.003464806346635653,17124,34244,1539.6592503324684,3344.747019612042,13493,26982,1535.8936938871616,3339.4940146396707
14548R,mc1,40,0.001710978164456192,0.0009953955170557117,0.0005143543211991041,0.0013916299953188967,0.02594546672216211,0.006660281977626012,0.0035799535765601944,17124,34244,1539.6592503324684,3344.747019612042,13480,26956,1535.8284078431216,3339.4015833797826
14548R,mc1,80,0.0018060280396731024,0.001059914194802738,0.0005537910951425083,0.0014622992784451248,0.02021900968291809,0.007127304034133464,0.0038183218139448967,17124,34244,1539.6592503324684,3344.747019612042,13474,26944,1535.7949272758829,3339.3631077338023
14873R,tpm,1,0.000917441113860094,0.0005087166569322272,0.00026848154028820956,0.0007634825213196099,0.017714820057036416,0.003736795194799566,0.0018192225297380918,8262,16520,1134.38724013704,2815.074766289862,14878,29752,1131.7104284361778,2812.5341792912413
14873R,tpm,5,0.001014025598213825,0.0005786104704216741,0.0002974742888834011,0.0008327411586749599,0.013877229896395511,0.004074852368369558,0.002107056875641242,8262,16520,1134.38724013704,2815.074766289862,14583,29162,1131.4347211336221,2812.3266080783624
14873R,tpm,10,0.0011224772896945875,0.0006429705657692089,0.0003279854731634965,0.0009200783213588563,0.014429910173078512,0.004472220060955977,0.002332898353443392,8262,16520,1134.38724013704,2815.074766289862,14564,29124,1131.333305304384,2812.223594510262
14873R,tpm,20,0.0012205181191173784,0.0007053726674904747,0.00035060237734140464,0.0009960491348579123,0.014284256553108806,0.004867273693853364,0.00260469510565788,8262,16520,1134.38724013704,2815.074766289862,14553,29102,1131.2069033456673,2812.0879286521013
14873R,tpm,40,0.0013099365770482486,0.0007657537679544403,0.00037801946224227186,0.001062805251564208,0.015035435882220479,0.0052639656860945065,0.0028570245824898624,8262,16520,1134.38724013704,2815.074766289862,14542,29080,1131.090744481433,2811.9365286461075
14873R,tpm,80,0.0014468641161038433,0.0008426647332148049,0.0004112060434716184,0.0011761513158879589,0.01567147054462179,0.00572570136744133,0.0031552262699174956,8262,16520,1134.38724013704,2815.074766289862,14539,29074,1131.0929090778916,2811.962968729407
14873R,mc1,1,0.001072870155591875,0.0005909014008866414,0.0002864064992877456,0.0008954808234629812,0.014266301032589869,0.004445974898618396,0.002259215729962457,15620,31236,2191.743122300878,5803.605755616976,18552,37100,2188.7589894042735,5798.780695839599
14873R,mc1,5,0.0012471427921138495,0.0006956086250827909,0.0003337395159304247,0.0010351298395041841,0.015320899626818613,0.005183816241227302,0.002592465161936388,15620,31236,2191.743122300878,5803.605755616976,18031,36058,2188.3907093641646,5798.286555305889
14873R,mc1,10,0.0013670356914198024,0.0007573918739825372,0.0003591739579134076,0.0011380439933679357,0.01542320382377873,0.0058677952832410455,0.0028485490871420897,15620,31236,2191.743122300878,5803.605755616976,17991,35978,2188.2584000372017,5798.11967448677
14873R,mc1,20,0.0014717051453975885,0.0008205628353242443,0.0003876612295165555,0.0012217170982982823,0.01917493089293035,0.0059916609422701675,0.003084448437391993,15620,31236,2191.743122300878,5803.605755616976,17978,35952,2188.0924908986735,5797.873268353291
14873R,mc1,40,0.0015861053474482893,0.0008808063872897037,0.00040571792804843497,0.0013190565876086283,0.017749438067330675,0.00657886604095893,0.003360652188979485,15620,31236,2191.743122300878,5803.605755616976,17962,35920,2187.92688938887,5797.635876293492
14873R,mc1,80,0.0016698211261170477,0.0009443775875373565,0.0004379137214931742,0.0013771178473115247,0.019079891520126506,0.006700291129296912,0.003632390448135406,15620,31236,2191.743122300878,5803.605755616976,17957,35910,2187.872498466889,5797.498895016291
15737R,tpm,1,0.0010988129039700035,0.0005665797311232607,0.00024391223149526715,0.0009414760784062896,0.020172644427096684,0.004491288167168187,0.002184002883822057,8514,17024,1160.561460617635,2564.425935164641,14431,28858,1157.2587346169676,2561.4894079705755
15737R,tpm,5,0.0012735581956186486,0.0006840659372847627,0.00030014444476857957,0.0010742459081021193,0.019958080917997535,0.005116215846104028,0.0026302127588936426,8514,17024,1160.561460617635,2564.425935164641,14115,28226,1156.8896034336453,2561.2723434195864
15737R,tpm,10,0.0014017664197371524,0.000767500838246229,0.000334313926116609,0.001172984040298098,0.020831535702736725,0.00581617998191498,0.0029481763451042284,8514,17024,1160.561460617635,2564.425935164641,14087,28170,1156.7779365610008,2561.2022353381476
15737R,tpm,20,0.0015535219117905827,0.0008579419340293337,0.00037972145058899935,0.0012951316412810993,0.019870866954033044,0.0063921838929664725,0.0032658898316292183,8514,17024,1160.561460617635,2564.425935164641,14075,28146,1156.6141966720045,2561.087740585877
15737R,tpm,40,0.0016634776754186492,0.0009305329467774456,0.0004140551532365062,0.0013788641744486355,0.020135104267618924,0.006688638826343125,0.0035447478616636653,8514,17024,1160.561460617635,2564.425935164641,14072,28140,1156.4186201271662,2560.9626604195114
15737R,tpm,80,0.0018070800691423008,0.0010176554299643232,0.00046378949925543554,0.0014932902605171814,0.02122957765186268,0.007275157849909308,0.003907291930255198,8514,17024,1160.561460617635,2564.425935164641,14075,28146,1156.337263301136,2560.9248987355763
15737R,mc1,1,0.0010682783053876017,0.000537573005108556,0.00023332524583028245,0.000923165100044603,0.024378367101592007,0.004391189596222692,0.0020555067790349987,18388,36772,2574.6782470893913,7686.734117439909,20501,40998,2571.3319295912142,7681.4612468168625
15737R,mc1,5,0.0012325256329632631,0.0006347413433408483,0.00026993648424243844,0.0010565144878161151,0.02232579719523807,0.00531261167382551,0.002465463919879339,18388,36772,2574.6782470893913,7686.734117439909,19949,39894,2570.903841434464,7680.8940701929805
15737R,mc1,10,0.0013576350460777166,0.0007059287156553717,0.0003042341738208275,0.0011596713184137998,0.020916684707964248,0.0057320911226786085,0.002735940170101106,18388,36772,2574.6782470893913,7686.734117439909,19915,39826,2570.7405163573526,7680.6739323318325
15737R,mc1,20,0.0014504636903426768,0.0007683396760004797,0.0003380732793349855,0.0012302434959332133,0.017838933702682056,0.006202915390290602,0.002928245216276109,18388,36772,2574.6782470893913,7686.734117439909,19892,39780,2570.571259937732,7680.433518592155
15737R,mc1,40,0.0015663493984575821,0.0008401180001163205,0.0003786823916862173,0.0013219879666354695,0.018684140119914285,0.0066440440660524005,0.0031729849821268076,18388,36772,2574.6782470893913,7686.734117439909,19894,39784,2570.4445648069827,7680.2403052617055
15737R,mc1,80,0.0017149986775579918,0.0009283178618490229,0.0004136754231309362,0.0014420285750974975,0.02170321528819478,0.007008020105750317,0.003502170201727622,18388,36772,2574.6782470893913,7686.734117439909,19893,39782,2570.378762466138,7680.110400210898
14685R,tpm,1,0.0009965850231818778,0.0005095769798451028,0.00019834743959155733,0.0008564537407486568,0.01516156752915039,0.004262409971789283,0.0020237025860882817,10502,21000,938.1668081925768,2001.3567679078603,13972,27940,935.0866336734746,1998.8511337402297
14685R,tpm,5,0.001118427416471874,0.0006214601863324953,0.000290216782772539,0.0009298747887320803,0.013248357357409053,0.0045203587570017256,0.0023644247196687525,10502,21000,938.1668081925768,2001.3567679078603,13488,26972,934.852218174974,1998.710355337624
14685R,tpm,10,0.001186608262755746,0.0006706638425621562,0.0003275166642609042,0.000978902027539004,0.013363849961349497,0.00481264186994574,0.002496354934350236,10502,21000,938.1668081925768,2001.3567679078603,13432,26860,934.767457439122,1998.6286804347894
14685R,tpm,20,0.0012528867915478983,0.0007227577379730551,0.00036719628281360183,0.0010233995136970017,0.01507290915021216,0.0049866672571607824,0.002665062837659708,10502,21000,938.1668081925768,2001.3567679078603,13399,26794,934.6794498733934,1998.5432328373563
14685R,tpm,40,0.0013068996324617516,0.0007688844697249136,0.00040737459640651,0.0010567891566175818,0.017675107413360015,0.00511142272439438,0.002785819377180073,10502,21000,938.1668081925768,2001.3567679078603,13387,26770,934.6332576924767,1998.4996995383958
14685R,tpm,80,0.0014005842816450964,0.000817971556657934,0.0004295206323797059,0.0011369075874889335,0.016845180625838587,0.005709088590829232,0.0029519757222253576,10502,21000,938.1668081925768,2001.3567679078603,13388,26772,934.6858299958228,1998.6195959264483
14685R,mc1,1,0.0013629056535187892,0.0007103990630123516,0.00030003469307384486,0.0011631186490056165,0.025181050482402097,0.0054927883564062675,0.0027805437467554313,22432,44860,2028.1356837816131,5324.484983899144,17574,35144,2025.0326161468547,5318.96002872056
14685R,mc1,5,0.0014813516870617058,0.0008259092247575395,0.000385343117854416,0.001229746629684734,0.018671070452401326,0.005922849924995241,0.003147046738375453,22432,44860,2028.1356837816131,5324.484983899144,16934,33864,2024.8289922814126,5318.845720298801
14685R,mc1,10,0.001559118300058042,0.0008701448483040808,0.00041604440090496663,0.0012937147353824748,0.020684972587970567,0.0062034830354004466,0.0032647731777033103,22432,44860,2028.1356837816131,5324.484983899144,16893,33782,2024.7738717659338,5318.80853991147
14685R,mc1,20,0.0016466795345815692,0.0009392697257662582,0.0004664721408798874,0.0013525257379690605,0.020794772172962134,0.00653128960363616,0.003483868478532073,22432,44860,2028.1356837816131,5324.484983899144,16872,33740,2024.6915146300096,5318.727344516593
14685R,mc1,40,0.001776448511873501,0.001010772790817371,0.0004985094792463802,0.0014608585423239442,0.02591063482413064,0.007099373971952499,0.0037784975396274807,22432,44860,2028.1356837816131,5324.484983899144,16860,33716,2024.624215121462,5318.632206848815
14685R,mc1,80,0.0018557513582370421,0.0010729619181360903,0.0005425496309959916,0.0015141221304202474,0.02650603298163951,0.0073247099940938675,0.0039594742660992825,22432,44860,2028.1356837816131,5324.484983899144,16856,33708,2024.607262704395,5318.609698443297
50045R,tpm,1,0.0010099328371402502,0.0005253446551949444,0.0002445396439747017,0.0008625412041127429,0.017454484024802246,0.004243609806929571,0.0019687056061306442,11964,23924,1106.8042913174604,2683.1410762989794,15274,30544,1103.642899444827,2680.2173524194072
50045R,tpm,5,0.001126530513132138,0.0006201804060765887,0.00029582959489493605,0.0009404505627285443,0.013177113296290054,0.004772318436350876,0.0022462944561674135,11964,23924,1106.8042913174604,2683.1410762989794,14836,29668,1103.4894644726676,2680.1543462541877
50045R,tpm,10,0.0011845666386773304,0.00067661085316707,0.00033834206521553235,0.000972314699489748,0.014705074827208746,0.004650231604297265,0.0024537252179535865,11964,23924,1106.8042913174604,2683.1410762989794,14789,29574,1103.424301723145,2680.1014949858513
50045R,tpm,20,0.001269439841953943,0.000735741386814553,0.0003653957467229721,0.0010344864059369026,0.013226688586156428,0.005096320264027168,0.0026635685658130447,11964,23924,1106.8042913174604,2683.1410762989794,14761,29518,1103.351260478565,2680.044112032206
50045R,tpm,40,0.0013241191953422432,0.0007780504650638833,0.00039706857401204014,0.0010714145403566558,0.01710583192283479,0.005262410512911761,0.0028028753179713613,11964,23924,1106.8042913174604,2683.1410762989794,14746,29488,1103.296473566773,2680.0090116831248
50045R,tpm,80,0.0014410747017253951,0.0008489605358884402,0.00043187586376784617,0.0011644579444775793,0.014745927856642298,0.005809230108307365,0.0030348778723252594,11964,23924,1106.8042913174604,2683.1410762989794,14749,29494,1103.257038752027,2680.0263605658006
50045R,mc1,1,0.0011383139425221109,0.0005810331819059103,0.00025612595158774237,0.000978856002313172,0.01672454622681845,0.0048270275535948785,0.0022494741284449283,25004,50004,2435.153621474512,6878.463692850237,20665,41326,2431.0225950342196,6872.020858278683
50045R,mc1,5,0.0013070595741627433,0.0006863996208451324,0.0003104976052690165,0.001112322026624552,0.02379130661407283,0.00537595313515782,0.002587035240162566,25004,50004,2435.153621474512,6878.463692850237,19973,39942,2430.5540302557934,6871.9086735373685
50045R,mc1,10,0.001417471746101724,0.0007399979023373895,0.00033939438458808964,0.0012089786001137214,0.03812653225511662,0.005822647047466916,0.0027475772693989703,25004,50004,2435.153621474512,6878.463692850237,19929,39854,2430.4885212544923,6871.831532319351
50045R,mc1,20,0.0014729426789476469,0.0007984521579038246,0.0003692584266120279,0.0012377537263140016,0.0297861850823232,0.006074125650050463,0.0029766481748039995,25004,50004,2435.153621474512,6878.463692850237,19902,39800,2430.422494852915,6871.719556046138
50045R,mc1,40,0.0015188811495924644,0.0008335390526470423,0.00039094751425159465,0.0012697293389929984,0.026560494844191172,0.006287383165865395,0.003128908724481494,25004,50004,2435.153621474512,6878.463692850237,19887,39770,2430.3706999390984,6871.643004242694
50045R,mc1,80,0.0016163791128698116,0.0008910485153960698,0.00042489056574956154,0.0013485970412737303,0.027542704517969627,0.006590001798424457,0.0033284235664890176,25004,50004,2435.153621474512,6878.463692850237,19881,39758,2430.353502109664,6871.646488406277
50006R,tpm,1,0.0011639515225273006,0.0005978618563913564,0.00025139213362847604,0.0009986712909991467,0.014444615215632341,0.0048999930560151145,0.0023939135982301066,7986,15968,740.3645860519936,1457.1049160995055,11398,22792,738.0574118478083,1455.125545583864
50006R,tpm,5,0.0013258262528048638,0.0007039988805325188,0.00030159328664143277,0.001123477115403579,0.01604640600481767,0.005724076668263528,0.0027664918681072357,7986,15968,740.3645860519936,1457.1049160995055,11069,22134,737.801399342744,1454.9236666337742
50006R,tpm,10,0.001391095875587704,0.0007529978340442847,0.0003396303169929416,0.001169676022239379,0.014284773734743123,0.006029103016681386,0.002916607412534737,7986,15968,740.3645860519936,1457.1049160995055,11043,22082,737.7352974491275,1454.8475181514655
50006R,tpm,20,0.0014741785958878866,0.0008126458681173748,0.00037520083619927737,0.0012299630992862098,0.014495221265517623,0.006286692085400691,0.003094196515045187,7986,15968,740.3645860519936,1457.1049160995055,11028,22052,737.6401686646769,1454.7728154595256
50006R,tpm,40,0.001551535706068115,0.0008666713554373541,0.00040586379455867776,0.0012869125101842252,0.017270697597802573,0.006363094758139018,0.003207623651503692,7986,15968,740.3645860519936,1457.1049160995055,11011,22018,737.6018226032359,1454.758988291531
50006R,tpm,80,0.0016227528207262787,0.0009249483541847717,0.00044607903304666837,0.0013333406388713939,0.017245693251230845,0.006718732003942376,0.0034099598034637753,7986,15968,740.3645860519936,1457.1049160995055,11002,22000,737.6264192940641,1454.838976924349
50006R,mc1,1,0.0012096853474556411,0.0006054443272741081,0.0002617650482624931,0.0010472706462135173,0.021534678919834762,0.005202956547777201,0.0023493457500131866,17934,35864,1674.7061041934517,4015.194804559783,14191,28378,1671.9140220880026,4010.2406587476403
50006R,mc1,5,0.0013878886283015146,0.0007125334994073965,0.0003067276871279781,0.0011910209304587846,0.020000773900372474,0.006013627456717547,0.0028429366383988415,17934,35864,1674.7061041934517,4015.194804559783,13784,27564,1671.777202939732,4010.1333369674294
50006R,mc1,10,0.0014527837030197243,0.0007593700646840807,0.00033318011453199037,0.0012385223423989561,0.02004726416407169,0.006329496306369975,0.0030272620991199893,17934,35864,1674.7061041934517,4015.194804559783,13757,27510,1671.7189816098453,4010.070802767136
50006R,mc1,20,0.0015226612488535977,0.0007989846536374499,0.0003525802706134632,0.0012961947392318186,0.021619165072771937,0.006456702948738096,0.003152404686506345,17934,35864,1674.7061041934517,4015.194804559783,13740,27476,1671.6271464015963,4009.966678170519
50006R,mc1,40,0.0015781034437574897,0.0008337359352566933,0.0003653507056838828,0.00133988614048392,0.021976555749847037,0.006603548357699336,0.003325668105939234,17934,35864,1674.7061041934517,4015.194804559783,13728,27452,1671.5301197179297,4009.834235887692
50006R,mc1,80,0.0017521080397240136,0.0009170619900712211,0.00039704095438078304,0.0014929433643752655,0.024194669548466972,0.007425555459497501,0.003656355388060981,17934,35864,1674.7061041934517,4015.194804559783,13720,27436,1671.5100011626773,4009.8346591890772
50029R,tpm,1,0.001388247674409228,0.0006756298088736447,0.00028017857371239065,0.0012127472807077291,0.0377974320708559,0.005782653529408551,0.0026631490903408763,9346,18688,859.255586887153,1640.48156883298,13007,26010,855.6253615428282,1637.8473053843927
50029R,tpm,5,0.0015820069741746207,0.0008073388344659012,0.0003480219640003378,0.0013604962597156892,0.03999739133201909,0.006665218335873078,0.0031047967361422886,9346,18688,859.255586887153,1640.48156883298,12645,25286,855.3265483619368,1637.7199485955268
50029R,tpm,10,0.0017212662353211935,0.0008826591037756146,0.0003805861215887443,0.001477724723816592,0.034561635931773825,0.007323258306689226,0.0034000160602747115,9346,18688,859.255586887153,1640.48156883298,12622,25240,855.2327861067848,1637.6850410967631
50029R,tpm,20,0.0018023258576972327,0.0009483276031385863,0.0004284976148185279,0.0015326621462179748,0.03542630709749236,0.007488504389905432,0.0036117613530194186,9346,18688,859.255586887153,1640.48156883298,12606,25208,855.0818743703351,1637.6041615005197
50029R,tpm,40,0.001905826171349305,0.0010199905462389205,0.0004682782863190756,0.00160990455648252,0.032572500522245265,0.007992477052652587,0.0038217029273564965,9346,18688,859.255586887153,1640.48156883298,12593,25182,855.0054017303903,1637.590695777282
50029R,tpm,80,0.0021180133563194173,0.001110750433491877,0.000505010972473434,0.0018033896007366387,0.034015737785615424,0.009025288513153125,0.00417192966459416,9346,18688,859.255586887153,1640.48156883298,12582,25160,855.1402946012033,1637.7633006970161
50029R,mc1,1,0.0013347769148365975,0.0006787655324221392,0.00027911681162625187,0.0011493070801036579,0.029165986575752475,0.0056692295439432555,0.002622229266309205,19802,39600,1858.338068838645,4466.09257753149,16818,33632,1854.2525265094785,4460.681811252815
50029R,mc1,5,0.0014730774526223135,0.0007890835944798547,0.00035468603004033914,0.0012439068543693278,0.024326716065588425,0.005964004848708886,0.0030000335191249813,19802,39600,1858.338068838645,4466.09257753149,16274,32544,1853.9786201446082,4460.5203155918125
50029R,mc1,10,0.0015648825421814198,0.0008413502402482632,0.0003857368758483446,0.001319464718762261,0.02390588392099667,0.006312388846285788,0.003146432962559289,19802,39600,1858.338068838645,4466.09257753149,16232,32460,1853.9066019586312,4460.462403258294
50029R,mc1,20,0.0016063241350697576,0.0008708313101353316,0.00040794568281389944,0.0013497888931961128,0.021801081223822804,0.0065643644844718295,0.0031995921567869487,19802,39600,1858.338068838645,4466.09257753149,16212,32420,1853.8146698993805,4460.363553667137
50029R,mc1,40,0.0016788645575707471,0.0009247124415212815,0.00044237767985144373,0.001401246981500039,0.02275626283803406,0.006700809373986322,0.003394772921803312,19802,39600,1858.338068838645,4466.09257753149,16197,32390,1853.7141923405775,4460.250684326298
50029R,mc1,80,0.001777208839111025,0.0009919103568294379,0.00048034424629612993,0.0014746474500126647,0.022244137392976968,0.007124099361993369,0.003617267454784795,19802,39600,1858.338068838645,4466.09257753149,16190,32376,1853.6974115442408,4460.20907364854
50020R,tpm,1,0.001221967697656877,0.0006140426876656603,0.00025112899045360855,0.0010564831431883715,0.02104871845539707,0.005147187339408119,0.002435009870004791,11250,22496,1047.2282461274401,2356.9304606015507,14691,29378,1043.898505585414,2353.9517545882677
50020R,tpm,5,0.001392053756708835,0.0007327680162238897,0.0003181310958219756,0.0011835813009533759,0.01790263210181681,0.005815067177796702,0.0027954495170679724,11250,22496,1047.2282461274401,2356.9304606015507,14229,28454,1043.698719880509,2353.895908138729
50020R,tpm,10,0.0014612078440646918,0.0007776226929376364,0.00035320293006272204,0.0012371060225318615,0.021392433353322943,0.006134359993683834,0.0029611056512765612,11250,22496,1047.2282461274401,2356.9304606015507,14210,28416,1043.6158931897512,2353.827076758876
50020R,tpm,20,0.0015542793136781956,0.0008472226706068721,0.0003954701621958042,0.001303072496577885,0.022093322220572163,0.006543825269861196,0.0031968064027772638,11250,22496,1047.2282461274401,2356.9304606015507,14189,28374,1043.4845891478362,2353.7537301104862
50020R,tpm,40,0.0016603906896813184,0.0009029155459416114,0.00042086621648458497,0.001393427701489161,0.01863799821147882,0.007091665479000957,0.003412676984044175,11250,22496,1047.2282461274401,2356.9304606015507,14178,28352,1043.403646019064,2353.716780157932
50020R,tpm,80,0.001775272050896198,0.0009719789438122611,0.00046660075820688385,0.0014855462926071318,0.019896255875733293,0.007422218711863614,0.0036525898761543486,11250,22496,1047.2282461274401,2356.9304606015507,14179,28354,1043.4091197171786,2353.785392349335
50020R,mc1,1,0.001154241697853232,0.0005974649970187471,0.0002585996893483723,0.0009875775789276,0.025975128471528004,0.0046844881494475625,0.0022683800722840116,24262,48520,2262.95588792079,5904.759013710904,19411,38818,2259.4699545460358,5898.575374336504
50020R,mc1,5,0.0012867481008617845,0.0006925851849318182,0.000306802390484471,0.0010844567472630563,0.017696625193515808,0.00524445706740316,0.002631010449757731,24262,48520,2262.95588792079,5904.759013710904,18817,37630,2259.2928197615083,5898.444867980332
50020R,mc1,10,0.0014706506492502913,0.0007731786967671335,0.00034123980150637116,0.00125100281174975,0.026949650420761164,0.00612147363173804,0.002924747203775839,24262,48520,2262.95588792079,5904.759013710904,18775,37546,2259.2164321726686,5898.331115929095
50020R,mc1,20,0.0015305074346718195,0.0008091341933144585,0.0003638205693500841,0.0012991361994783587,0.028820910577566052,0.006392688273641291,0.0030237897991489526,24262,48520,2262.95588792079,5904.759013710904,18756,37508,2259.1045618125454,5898.187237915441
50020R,mc1,40,0.001639408121696084,0.0008710330963913371,0.0003928042682261341,0.0013888701647288713,0.021435419356616126,0.006977045050627769,0.003260600740859838,24262,48520,2262.95588792079,5904.759013710904,18745,37486,2259.0348215472422,5898.105089977996
50020R,mc1,80,0.001732449854685387,0.0009303222520749586,0.00042411072913523006,0.0014614660469178186,0.030655844670924765,0.007471001528409115,0.003504775959886807,24262,48520,2262.95588792079,5904.759013710904,18732,37460,2259.021235328043,5898.079750131862
50018L,tpm,1,0.0011992625605230184,0.00058040365450547,0.00020976239467750178,0.0010494580920212685,0.01741635100888065,0.00517904024670543,0.0024249323972128675,10618,21232,971.3396963203003,2180.4023559981447,14370,28736,968.074293453355,2177.8403937289922
50018L,tpm,5,0.001368298134014096,0.0007167381807737482,0.0002993569255153734,0.0011655583056061998,0.02320092521268836,0.0057852848781175335,0.0028304658962815007,10618,21232,971.3396963203003,2180.4023559981447,13948,27892,967.8061908414331,2177.732274241916
