sub,bone,iters,rmsd,d_mean,d_95,d_max
15285R,tpm,2,0.00448797685881664,0.002078943862465209,0.009083524736746179,0.05690311777067083
15285R,tpm,4,0.0043928154347996125,0.0020607458915752773,0.008952853544548714,0.05637496300050628
15285R,tpm,8,0.0043275209814498125,0.0020471110486924974,0.008787825586987541,0.05685508608916856
15285R,tpm,16,0.0042658725139616245,0.002028349624350077,0.008716673038915077,0.05761598426697384
15285R,tpm,32,0.004217175450829959,0.0020206404711919233,0.008880602404031256,0.0580750625297365
15285R,tpm,64,0.0037498300277514877,0.0018121580161704284,0.008147206738473243,0.05411802878323643
15285R,mc1,1,0.004556718740755329,0.002338516845921831,0.009850878803041044,0.06930873221426172
15285R,mc1,2,0.004448785997613678,0.0022922003484350567,0.009516938962183155,0.0686625905485331
15285R,mc1,4,0.00426298091683472,0.0022368829121227145,0.00911324342258438,0.06956362889637754
15285R,mc1,8,0.004027899572356912,0.0021488598095868324,0.008685131485455388,0.06822497677126048
15285R,mc1,16,0.003715085721156409,0.002016391895065419,0.007982969480454835,0.06525987232202243
15285R,mc1,32,0.0032443872956392475,0.0017970273821095138,0.006994605734938207,0.0627045338555856
15285R,mc1,64,0.002407147835118674,0.001354124202726933,0.005198815958942972,0.03404898444369983
14873R,tpm,1,0.0047317736111804915,0.002295339545344504,0.009488925792775068,0.06109963472804158
14873R,tpm,2,0.00457996147700904,0.0022515882728089995,0.009304513244286258,0.06311376453479729
14873R,tpm,4,0.004519848968331494,0.0022300319125179574,0.009212862770749671,0.06140838310170627
14873R,tpm,8,0.004448086067527271,0.0022030720895792923,0.009023913321970885,0.06114271867263899
14873R,tpm,16,0.004315961666726446,0.0021625775737064913,0.008806631705521827,0.058947075769723335
14873R,tpm,32,0.004093424344513509,0.0020966496374454735,0.008552420498369781,0.05537638945132712
14873R,tpm,64,0.00343549191228358,0.0018051312121350374,0.007386961652287231,0.0506006742800469
14873R,mc1,1,0.00449515933710822,0.002516197397458336,0.009838076264380841,0.05176667471783381
14873R,mc1,2,0.0042842643621414525,0.002417295796318181,0.009330849235627625,0.05600275086346291
14873R,mc1,4,0.004088469226412077,0.002326021888378542,0.008905863028053141,0.055034956696854764
14873R,mc1,8,0.0038820555521368607,0.0022283537182110702,0.00848338177764077,0.04941090650375773
14873R,mc1,16,0.003633021268510448,0.0021105224130756302,0.007966309304106503,0.03914079298361287
14873R,mc1,32,0.0032875545280155022,0.0019412583291969023,0.007214618243465282,0.03429348635344886
14873R,mc1,64,0.002650362359902676,0.0015568122299339355,0.005814795234186179,0.02765950651140865
15737R,tpm,1,0.005750173087520705,0.0027366959569542996,0.011925236148013444,0.09342047890882609
15737R,tpm,2,0.005625030679887747,0.002708563562034989,0.011831540049089477,0.07840972487999441
15737R,tpm,4,0.00556042381595237,0.002692849172189873,0.011779633347840546,0.07964822471647835
15737R,tpm,8,0.005460196884787869,0.0026606139740080257,0.011604159798503004,0.07612376948366391
15737R,tpm,16,0.005320957439304421,0.0026154161470916407,0.011262560091331919,0.08146447908309914
15737R,tpm,32,0.005068296138470958,0.002536544003421181,0.01095421902369709,0.07285349404308378
15737R,tpm,64,0.004258674908141186,0.00217434766024792,0.009315604607557279,0.05960958256683991
15737R,mc1,1,0.00446844769041963,0.002421011714084229,0.009546227236760066,0.07523505634441993
15737R,mc1,2,0.004243924706685533,0.002313817535995834,0.009097702371424968,0.0812008366578077
15737R,mc1,4,0.004046919709252607,0.0022225081785015315,0.008617772104456894,0.0758527046765562
15737R,mc1,8,0.0038439807552950516,0.0021155273538410618,0.008210648960477152,0.07612341209862399
15737R,mc1,16,0.0036051975874749932,0.0019872824663367972,0.007585032035065131,0.06767850988905987
15737R,mc1,32,0.003281972459805676,0.0018096778067511231,0.006886785517348466,0.06828037638023937
15737R,mc1,64,0.0026023393611855727,0.0014027872628792535,0.005442849475103421,0.04808156501099594
14685R,tpm,1,0.004830605989714379,0.002244779247052852,0.009864101276033283,0.06586219766422716
14685R,tpm,2,0.004721917054060537,0.002197898616755179,0.009731244868624185,0.06753796723220558
14685R,tpm,4,0.004649296751562703,0.00215795509349869,0.009384933708776718,0.07200775552536451
14685R,tpm,8,0.0046243835723676135,0.0021406915533793377,0.009390943173271661,0.07493643142465278
14685R,tpm,16,0.004612823508484757,0.0021385437581568746,0.00943232729811298,0.07309285716830324
14685R,tpm,32,0.004552114662210796,0.0021467079091995597,0.009409526785029015,0.06845273685850456
14685R,tpm,64,0.003967363763162458,0.001916371110417093,0.00868301874852837,0.054791499754545496
14685R,mc1,1,0.00431555326742027,0.002383529998538022,0.009140436768289122,0.06057922732522734
14685R,mc1,2,0.004135716785769849,0.0022901896143796775,0.008627040719133519,0.05929368592719488
14685R,mc1,4,0.003940910722411935,0.0021921706734903995,0.008215509666099755,0.054409870847132315
14685R,mc1,8,0.0037155020620104518,0.002085438890533236,0.007740575875083347,0.049039642130942966
14685R,mc1,16,0.0034262087862133523,0.0019469215821974427,0.007184571673766545,0.0426542140529044
14685R,mc1,32,0.0030481230595701915,0.0017554738327059574,0.006520091887528127,0.03647740111061379
14685R,mc1,64,0.0025143761257013656,0.00140036340945228,0.005443772940042931,0.031249118845070818
50061R,tpm,1,0.005369528948598941,0.0024875364810473125,0.010258127808931924,0.12875386774845116
50061R,tpm,2,0.005342921950187999,0.002459601330445054,0.010287703305828231,0.11785405802644172
50061R,tpm,4,0.005274654846106041,0.002437755540788363,0.010151735394707444,0.1196509038729119
50061R,tpm,8,0.005206704254110897,0.0024245322068835893,0.010044556866505962,0.11934942557818516
50061R,tpm,16,0.00513852160904095,0.0024164323560656163,0.010013565003971188,0.1166440900087418
50061R,tpm,32,0.004985509186913458,0.002386912884820964,0.010031964912208594,0.10925067726461897
50061R,tpm,64,0.00420706056415368,0.002068654509890962,0.008770390281905006,0.08765261917782367
50061R,mc1,1,0.004387823307212419,0.0023341934171905747,0.009110604946272402,0.12297248694405666
50061R,mc1,2,0.004082207457304639,0.0021998201019724755,0.008514107198632275,0.11780446652760226
50061R,mc1,4,0.0037670991344130357,0.002071498204034954,0.007983587664187634,0.09229736504333835
50061R,mc1,8,0.0035108567793063076,0.0019521048042339627,0.007398204459802867,0.07545417437915392
50061R,mc1,16,0.003255732495820763,0.0018260150956847276,0.006855322368249657,0.0707737055595933
50061R,mc1,32,0.003029249327655945,0.0016859551359297475,0.006430324575362755,0.06730533642254187
50061R,mc1,64,0.0026274024795255317,0.0013885740561855949,0.005481328245965784,0.030718449236445095
50045R,tpm,1,0.004971226428767117,0.002258469365058427,0.009417751282705458,0.07700201457095603
50045R,tpm,2,0.0049019360381727575,0.0022113727514664135,0.00909151654047391,0.08965469605839635
50045R,tpm,4,0.004843569916168433,0.002181587230323625,0.008887190018385525,0.08377204229983946
50045R,tpm,8,0.004748535575743537,0.002144061199642132,0.008801799356183212,0.08470042686068123
50045R,tpm,16,0.004630106688540558,0.0021038749810663848,0.008631195584819541,0.08548131385055398
50045R,tpm,32,0.004419482419282117,0.0020678759318250015,0.008585906961863647,0.07732252391678235
50045R,tpm,64,0.0037399437642914673,0.001828900925858375,0.0076866427318777655,0.0706646482281318
50045R,mc1,1,0.004497928130315098,0.0021883422389092615,0.008344890899987986,0.2700426700595102
50045R,mc1,2,0.004195775512818695,0.002054444314204596,0.007861940496414326,0.2700426700595102
50045R,mc1,4,0.003664923372505757,0.0019323627886056864,0.007273093156587669,0.10941721051400143
50045R,mc1,8,0.0033616678068697603,0.0018124404270470542,0.006776636988671609,0.08871382812787255
50045R,mc1,16,0.003043207028115093,0.0016725701994259753,0.006248043788461359,0.07369364193043494
50045R,mc1,32,0.002680967966443483,0.0014992282104568486,0.00563994045154963,0.058041861441476834
50045R,mc1,64,0.0021135624844955216,0.0011739283627350662,0.004477469295258319,0.034846316381274514
50006R,tpm,1,0.00500155680107397,0.0023223574253360153,0.009772569544433379,0.10333865218678873
50006R,tpm,2,0.004900945069037394,0.0022978034772741566,0.009719197481124162,0.09387407843933541
50006R,tpm,4,0.004854007645468991,0.00228047932043589,0.009665397247028041,0.08743938123710414
50006R,tpm,8,0.004834126797346782,0.002275751370296692,0.009498011932299991,0.08119665602644058
50006R,tpm,16,0.004824026277808467,0.002281065627770006,0.009488265068868655,0.07626240549576259
50006R,tpm,32,0.004763544020874485,0.0022983958846720864,0.009789875036362758,0.07083221309800321
50006R,tpm,64,0.004206803355537521,0.0020836253013156144,0.008887176762416873,0.0614034891353763
50006R,mc1,1,0.004317616066251611,0.002383033548951058,0.009245892153977558,0.05938003918318123
50006R,mc1,2,0.004047292915668504,0.0022456262721075363,0.008566509263664118,0.05970253924589336
50006R,mc1,4,0.003788219012225521,0.0021311747938709403,0.008098238133177215,0.05938155312950129
50006R,mc1,8,0.0035314571081692847,0.002012854436899833,0.007631114763085706,0.0592412350461128
50006R,mc1,16,0.003226277703283129,0.0018733166811817962,0.006973922344185253,0.05288379445219554
50006R,mc1,32,0.0028947825594565764,0.001712686518008242,0.0063479258035168285,0.0338676381775076
50006R,mc1,64,0.0024173809686096805,0.0014103603399918722,0.005240833979495749,0.02458027414026537
50029R,tpm,1,0.005712826048471584,0.002662089531776088,0.011379764390943122,0.09143265952060337
50029R,tpm,2,0.00567832785412516,0.002629852420381182,0.011154847656226232,0.09108905947176088
50029R,tpm,4,0.005590492306003313,0.002595210755250941,0.010982324639723245,0.0998651919645447
50029R,tpm,8,0.005534928225742351,0.002570241242894978,0.010862088234478586,0.10705013170698184
50029R,tpm,16,0.0054858330779339725,0.0025676700274120568,0.010985571037133572,0.11069016048770046
50029R,tpm,32,0.00540739000155018,0.0025723916945875392,0.011033739170090706,0.10967375740851815
50029R,tpm,64,0.004787350272162409,0.0023080832072000152,0.00979048516271977,0.10249241914065392
50029R,mc1,1,0.005054151446766085,0.0025476825034850925,0.009958855235961322,0.08359483833963277
50029R,mc1,2,0.004764854258331119,0.002416615914042866,0.009300969578867906,0.11164155382560709
50029R,mc1,4,0.004523680167145362,0.0023035476639613134,0.00873337085662461,0.1072830755218953
50029R,mc1,8,0.004264736116721411,0.002191996039806808,0.008211305549466185,0.09943129454998166
50029R,mc1,16,0.003930793421969593,0.0020546021956130795,0.007662624682356448,0.068063512364465
50029R,mc1,32,0.0034565372443658197,0.0018548316184331204,0.0068767401893043345,0.0534317426725567
50029R,mc1,64,0.0026721019166972677,0.0014586824461960577,0.0055118373856142865,0.037490680516721095
50020R,tpm,1,0.005248542325543925,0.0023230646504331367,0.009673136238212235,0.09382214271158673
50020R,tpm,2,0.005142587608602475,0.0022874505580554702,0.00960368230443954,0.13314459352847516
50020R,tpm,4,0.005056756135629502,0.002263265907568874,0.009527102991063645,0.13327576994559945
50020R,tpm,8,0.004996788740479806,0.002246614210871196,0.009427173340739836,0.13246300614989162
50020R,tpm,16,0.004951108221307721,0.002239528378092929,0.009553965067792228,0.1364037203082879
50020R,tpm,32,0.004820405379844196,0.0022190358769674607,0.009549670110329976,0.1471279354758807
50020R,tpm,64,0.004080186660323045,0.0019464401257580505,0.008275514000613687,0.10450652648657109
50020R,mc1,1,0.004064064795270439,0.002169765792471197,0.008304104304926438,0.07193607390536681
50020R,mc1,2,0.0038295090017122706,0.0020641718822437386,0.007901413123711275,0.07854011768832879
50020R,mc1,4,0.0036016450263577186,0.001968620875259411,0.007508738027263142,0.07825280280931451
50020R,mc1,8,0.003368409797859044,0.0018618602286364725,0.007038982682453224,0.06089655615265392
50020R,mc1,16,0.003101278307840639,0.0017386132030048499,0.006590250370300678,0.04751105962114126
50020R,mc1,32,0.0027828205902993607,0.0015810637518463358,0.006014747124254445,0.03753858588189925
50020R,mc1,64,0.002230891676034146,0.0012549759764184226,0.004905799987122748,0.02323030746045599
15284R,tpm,1,0.004867661650162542,0.002350949085494994,0.009993371581256431,0.08297090897711448
15284R,tpm,2,0.004788032446640121,0.00231636939827669,0.009793976780574951,0.08662697341242154
15284R,tpm,4,0.004768647967224302,0.0023046637229332694,0.00983839714062321,0.09173826157278456
15284R,tpm,8,0.004770218368941498,0.002295465779773398,0.009772899872433793,0.0934652015114018
15284R,tpm,16,0.004751525177817291,0.002293277811939512,0.009882020000237886,0.08838238999311969
15284R,tpm,32,0.004618914159589049,0.0022861563270605537,0.009912764583230697,0.07561705880242905
15284R,tpm,64,0.0038970065256093236,0.0019839612329723196,0.008719347075155048,0.05172277003585986
15284R,mc1,1,0.004875584188134818,0.002622861938152027,0.010627353752344396,0.05394208897049454
15284R,mc1,2,0.004712804356290927,0.0025350151498462286,0.010104366657835663,0.052694988459216614
15284R,mc1,4,0.0045156453300419725,0.002435993900806354,0.009577316531381384,0.05111981753617949
15284R,mc1,8,0.004299858758720365,0.0023291972968918096,0.008989980529770876,0.051054590061031344
15284R,mc1,16,0.004003260288412059,0.0021898715769864217,0.008339106352501997,0.05209634844778987
15284R,mc1,32,0.0035797392918181176,0.0019782375503226445,0.0074629392109111115,0.051224918599566974
15284R,mc1,64,0.0027592620948881552,0.001515860900522133,0.0057864159777481945,0.03721212361122436
50018L,tpm,1,0.005246572688799218,0.0024008272472932214,0.010284907603431283,0.09639002901836269
50018L,tpm,2,0.005116473804071834,0.0023579084532811636,0.010121213855829186,0.08991308452068604
50018L,tpm,4,0.005043994404088389,0.002342682577639945,0.010105346762325954,0.08920090466830763
50018L,tpm,8,0.004974469506105811,0.0023206407127176324,0.009903045025406995,0.08863535371718101
50018L,tpm,16,0.004906728959931332,0.0022928368174730145,0.00979089679572676,0.09069936730728008
50018L,tpm,32,0.0047213724072484075,0.0022431344076539457,0.00949155509560341,0.10109469402341409
50018L,tpm,64,0.003979272074922191,0.00195528894115246,0.008503070837281272,0.06006422398845917
50018L,mc1,1,0.004631302496804446,0.00241429118128846,0.009742249387346746,0.08718765471700299
50018L,mc1,2,0.004365799928907005,0.002300156414846128,0.00922338748211361,0.06012646321657862
50018L,mc1,4,0.004100285123581731,0.0021840935207571247,0.00864841142542599,0.056355455321559125
50018L,mc1,8,0.0038651709308192388,0.002075278061829308,0.00815566807784425,0.052613927204253966
50018L,mc1,16,0.0035905885540839432,0.0019375801152644897,0.00756154505789372,0.048142727653815894
50018L,mc1,32,0.003196880396420976,0.0017382535177525955,0.006847899112969468,0.03869330795146593
50018L,mc1,64,0.002459268867297957,0.0013368591571449235,0.005364030473693189,0.030348333857847996
50037L,tpm,1,0.005210498681197728,0.002453466063689072,0.01046458856871966,0.07966772363531663
50037L,tpm,2,0.005087726525280436,0.0024050413083173904,0.010177724416524507,0.0849682084149875
50037L,tpm,4,0.0049195784247998715,0.0023511449205399835,0.009854694656085622,0.07962943947781446
50037L,tpm,8,0.0047984298744690995,0.0023120879846452677,0.009650974518439714,0.07576556949726154
50037L,tpm,16,0.00469041250570132,0.002282220190851366,0.009599700906958936,0.07687988733580307
50037L,tpm,32,0.004580504970101903,0.002264107291945057,0.009547513428246793,0.07130124035201563
50037L,tpm,64,0.0039573748346515515,0.0019807843146242804,0.008541919453452555,0.06356325416571286
50037L,mc1,1,0.004776641476098933,0.002481233615427483,0.010033231490007039,0.10760432711474456
50037L,mc1,2,0.004399322788087164,0.0023119786106087542,0.00924209240495097,0.10415871272741677
50037L,mc1,4,0.004090409568677601,0.0021672137967516675,0.008549565102061433,0.10412627099419831
50037L,mc1,8,0.0037746524045023052,0.0020216278576764995,0.0079860565605278,0.055011460348515104
50037L,mc1,16,0.0035238535497762046,0.0018858562829465759,0.007370417519767116,0.05047272367697663
50037L,mc1,32,0.003296519858567659,0.00175093818203142,0.006897592730776495,0.044777941760007656
50037L,mc1,64,0.002883225379171386,0.001461108020574328,0.00607114695545062,0.038979224294339976
14727R,tpm,1,0.0050911717347812665,0.0023485798352249508,0.00981127405656034,0.07553691242151357
14727R,tpm,2,0.005069758434312165,0.0023307619785334025,0.009592331514209207,0.08566462659708585
14727R,tpm,4,0.005028879339306832,0.002326788682600612,0.009528569574196798,0.0874666570105269
14727R,tpm,8,0.0049949373540145265,0.0023201201876078318,0.00945843958060256,0.09001569105089138
14727R,tpm,16,0.004956232657058181,0.002302880257802202,0.009444457440806594,0.09498907836484682
14727R,tpm,32,0.004856512359430662,0.0022786893068190667,0.009483018608888906,0.09095408233914744
14727R,tpm,64,0.004161053421116347,0.0019945993167271112,0.008679946600230365,0.07208981097619839
14727R,mc1,1,0.004892422449517518,0.0025333636141537494,0.010505234944501817,0.06887127401118504
14727R,mc1,2,0.0047279877145489655,0.0024675585409245694,0.010103770376750455,0.06945042666001375
14727R,mc1,4,0.004536412391215729,0.002413922031434874,0.009782420646649321,0.0644777402516163
14727R,mc1,8,0.004303161797812801,0.002329333757923511,0.009325703480446978,0.05383020901350954
14727R,mc1,16,0.0040085573943526446,0.002205676364858284,0.008761235999982037,0.052292618218464884
14727R,mc1,32,0.003575274425287354,0.002007995565999973,0.00783850733594686,0.05041767127808503
14727R,mc1,64,0.002783383482553881,0.0015659533906639373,0.006170071926154294,0.03285521139803252
14613R,tpm,1,0.004772981710341958,0.0023978052851352663,0.009988769699589553,0.10577530714817066
14613R,tpm,2,0.004628992819659078,0.0023461985251787107,0.009711118102663084,0.09090983300343207
14613R,tpm,4,0.004487368901318165,0.002301255055456157,0.009447981191857463,0.09195474720011905
14613R,tpm,8,0.00437183501479859,0.002261193089773014,0.009330419640750922,0.08373763692644572
14613R,tpm,16,0.004243543091971657,0.0022067061231551906,0.009076437479725048,0.08403085130775154
14613R,tpm,32,0.004070260794142651,0.0021441538326600626,0.008737054328828377,0.0859171946087838
14613R,tpm,64,0.003594433942668694,0.0018864480190282234,0.00786823925754154,0.07528071513312735
14613R,mc1,1,0.004823766008731011,0.002696510719050753,0.010624289126333173,0.060545111230116896
14613R,mc1,2,0.004606218137446346,0.0025918502848211867,0.010168981917460287,0.05540760976531549
14613R,mc1,4,0.004394057888575857,0.002490407709065441,0.009557316191886892,0.054675733392490836
14613R,mc1,8,0.004158252371467999,0.0023698721433267726,0.008994663685717193,0.048936912101820856
14613R,mc1,16,0.003831089507810877,0.0021998083523026854,0.008310758831312227,0.04107701970350805
14613R,mc1,32,0.0033679408234398326,0.001955129063725442,0.007284621226061861,0.035168942949987375
14613R,mc1,64,0.002572290746786647,0.001497948870682929,0.005564390572593042,0.03283366000500747
50014R,tpm,1,0.005187341628877761,0.0023372291488618817,0.009906849933048932,0.14854096129685562
50014R,tpm,2,0.005114933383855781,0.002312721818632864,0.009807554522112759,0.12025370921777358
50014R,tpm,4,0.004996230113831062,0.0022820650902189736,0.009628351023711337,0.08452649762096316
50014R,tpm,8,0.004960738593202104,0.002269733164641695,0.009573662457312735,0.08051518609901395
50014R,tpm,16,0.00494540603113948,0.002278137060179016,0.009736872039141774,0.07960386199744567
50014R,tpm,32,0.0048519655920596805,0.002277546532681322,0.009822828144073413,0.09458311245912841
50014R,tpm,64,0.004141975820944877,0.002003104709169557,0.008699279330659351,0.06885083968816673
50014R,mc1,1,0.004129870373901908,0.0022431887247725073,0.008965180920654557,0.05876613506217055
50014R,mc1,2,0.0038851375604355993,0.0021223708910975978,0.008340038065200813,0.049456432119204585
50014R,mc1,4,0.0036454681931526183,0.002009590434853858,0.0077679824272809525,0.044388573843331974
50014R,mc1,8,0.00339168119235264,0.0018874868811453378,0.007229987090181374,0.041411953066881654
50014R,mc1,16,0.0031044775757368974,0.0017454994255529906,0.006552331061213366,0.043969189062398606
50014R,mc1,32,0.0027643308538974685,0.0015673112368873312,0.005853597923196253,0.049068488915652055
50014R,mc1,64,0.0022182862515303233,0.0012383003018404462,0.00473859538807116,0.04027163612124601
50019R,tpm,1,0.005205340617722331,0.00232213878624251,0.009669998503389161,0.09933567910830157
50019R,tpm,2,0.00515718494630127,0.0023022288987045005,0.009539426698914923,0.08501858878311455
50019R,tpm,4,0.005132996817756833,0.0022981172581330285,0.009493141051974177,0.08355721922649993
50019R,tpm,8,0.005091679881203876,0.002294155740104574,0.00951712272530923,0.08118080771360688
50019R,tpm,16,0.005015399340801953,0.0022858968879792356,0.00951204686613216,0.07750868334229975
50019R,tpm,32,0.004820543935460252,0.0022688222846228238,0.009443706646646014,0.08112805727371614
50019R,tpm,64,0.004033583563634409,0.001967350699724264,0.008338438421207649,0.054063933240146606
50019R,mc1,1,0.004677088132083184,0.002433978790834692,0.009574739063053898,0.26462109852202814
50019R,mc1,2,0.004407699428848197,0.0022882681857107085,0.008960206954762287,0.2667331151698876
50019R,mc1,4,0.004201406622441323,0.002164859900007708,0.008461580753383486,0.27241419911310766
50019R,mc1,8,0.003717244671578934,0.0020321717319859455,0.007943494245757805,0.0711727706558871
50019R,mc1,16,0.003425014879756004,0.0018703159081785187,0.00717416161413988,0.09986671895579988
50019R,mc1,32,0.0030660900778451496,0.0016627026384273575,0.006282685462851563,0.13053541295528917
50019R,mc1,64,0.0024611567161487154,0.0012929544237967334,0.005060187594378728,0.10632078960049492
50033L,tpm,1,0.005403344918525558,0.0024734885016878356,0.010337338831373883,0.09032778107038378
50033L,tpm,2,0.005304673118264901,0.002440654498311548,0.010405313556404358,0.08167147362549036
50033L,tpm,4,0.005251926826582685,0.002430415055837674,0.010385943890254348,0.07700029207767968
50033L,tpm,8,0.005226141867005809,0.0024217412140774327,0.01031475370197251,0.07326632545196173
50033L,tpm,16,0.005196780392331822,0.002411647238063572,0.010065281414934976,0.07578211790562327
50033L,tpm,32,0.005074158253895099,0.0024013524518965617,0.010126289637659838,0.07380534526185001
50033L,tpm,64,0.004312638209741762,0.0020953274785551457,0.008951217210568511,0.07698369047556937
50033L,mc1,1,0.004905514537053065,0.0024830435762580112,0.009965997414358888,0.08440395075449722
50033L,mc1,2,0.0045708776100955835,0.0023315272137314482,0.009192584446948555,0.0769044770375167
50033L,mc1,4,0.004271414442097626,0.002209952707839233,0.00867345462938094,0.07896475371453224
50033L,mc1,8,0.003971357625592727,0.0020888078403639965,0.008075931417582756,0.07641167848141371
50033L,mc1,16,0.0036021116765161763,0.001947249140689958,0.007585028448941659,0.0614638436670542
50033L,mc1,32,0.0032187089410029815,0.0017736075043053698,0.0068618659681553154,0.05615857799350414
50033L,mc1,64,0.0026513535029456894,0.0014013371110231892,0.005645672000910973,0.06274042042280836
50053R,tpm,1,0.0049267892207488055,0.002265302142490042,0.009205102512769427,0.09018913651259206
50053R,tpm,2,0.004818273593208081,0.0022268211991814586,0.009004007390808434,0.0710740039146555
50053R,tpm,4,0.00474182734105714,0.0021952274388326205,0.008795035220598837,0.07078986021534428
50053R,tpm,8,0.00466409393811753,0.0021622341489242964,0.008650757078140808,0.07206154588781025
50053R,tpm,16,0.004582526416141834,0.002144311418377071,0.008627670466107103,0.07339574352192227
50053R,tpm,32,0.004476038730030374,0.0021469596445867134,0.008767720196566974,0.0748828167651784
50053R,tpm,64,0.003955717953243381,0.0019519078747699428,0.008229323120084528,0.07761422125049416
50053R,mc1,1,0.004765185734534431,0.0023974583185883466,0.009429485921537015,0.13708054442056072
50053R,mc1,2,0.00440398733071453,0.002241563764151513,0.008733222062251026,0.13833394439940214
50053R,mc1,4,0.004063479414892018,0.0021158239319117008,0.008184934622158677,0.10305776531998025
50053R,mc1,8,0.003774231807994008,0.001996532590647554,0.007606332187472324,0.09375821240221775
50053R,mc1,16,0.0034429925220628094,0.0018643546371982136,0.007090268988231982,0.08611105714646215
50053R,mc1,32,0.0030840702630056584,0.0016983275476627003,0.006590945533085241,0.08166728157617253
50053R,mc1,64,0.002455789731566359,0.0013404053106372785,0.005170445593982306,0.03623503936019449
50016L,tpm,1,0.005484449097748003,0.0023905404874359736,0.010166528547752192,0.38745322298311313
50016L,tpm,2,0.004913599098996461,0.0023469679622969944,0.010154386196111167,0.09219446100570557
50016L,tpm,4,0.004843191280779847,0.002323968679888415,0.010105793366858616,0.09720944602472024
50016L,tpm,8,0.004801749204294026,0.002310903073272369,0.009953884676218355,0.10932079375578989
50016L,tpm,16,0.004732927304978735,0.0022999375786154127,0.009819139501324866,0.09807650661702011
50016L,tpm,32,0.0046511672062079104,0.0023114774737332004,0.009932830230489069,0.09002059184505105
50016L,tpm,64,0.00413568734257673,0.002092694886494536,0.009089156374619144,0.0736538574173003
50016L,mc1,1,0.004736223712110284,0.002451847246748696,0.009652210421830888,0.10889481291023125
50016L,mc1,2,0.004456480246124184,0.002315855611709799,0.009114618112804576,0.11948371336157683
50016L,mc1,4,0.00417605685948684,0.0021976945852171673,0.008511939199311487,0.09645370185895372
50016L,mc1,8,0.003939225212503545,0.0020913341375592693,0.008168432398983827,0.08173663848260045
50016L,mc1,16,0.0037087116703475157,0.001983506500248902,0.007701150833611014,0.07358886404523984
50016L,mc1,32,0.0034451451797279688,0.001853432875938802,0.007194485299905864,0.06263750714938356
50016L,mc1,64,0.002821855277750427,0.0015024557900296096,0.005928544371365293,0.04332710502770819
50024R,tpm,1,0.005335132455322538,0.0024119506085055584,0.010339215278005971,0.08369346981810338
50024R,tpm,2,0.0053332267590091515,0.0023914058757284586,0.0102794789531288,0.07690427105693733
50024R,tpm,4,0.005331659200011956,0.0023858017262472623,0.010244615924400395,0.08731111329954151
50024R,tpm,8,0.005339346594406552,0.0023883987222069526,0.010325326101996034,0.09006377987815149
50024R,tpm,16,0.005316608482464782,0.0024021742391794414,0.010148188633284497,0.08448891562134637
50024R,tpm,32,0.005213234648634662,0.002409642466145021,0.01024109909765002,0.07563405999741502
50024R,tpm,64,0.004581940372096544,0.002138961222263696,0.009312387901225783,0.14987091036167643
50024R,mc1,1,0.004733087100923345,0.0024669924610026188,0.009694313087808177,0.10162107070956052
50024R,mc1,2,0.004430963930228626,0.002337054886792431,0.00917252446050766,0.07691996493708786
50024R,mc1,4,0.004138668652284698,0.002218329221724544,0.008705939914753193,0.06825102423863826
50024R,mc1,8,0.0038372120218582878,0.002082113915660998,0.008050539789473303,0.06329753399056373
50024R,mc1,16,0.0034969754804951934,0.0019201650332016,0.007400350570611926,0.0519210207330294
50024R,mc1,32,0.0030818984608951892,0.001719522281299679,0.006591738089178289,0.044113353713441356
50024R,mc1,64,0.002550144967583288,0.0013805589499858357,0.005488749102823513,0.033663576774210016
50007L,tpm,1,0.005477519710598338,0.002507221337919452,0.010642894956346804,0.11113773972518147
50007L,tpm,2,0.005375907371657733,0.002467866176454912,0.010390035749462068,0.08656019823806903
50007L,tpm,4,0.0053346950329949275,0.0024525074483752996,0.010326718896177058,0.09137303151167654
50007L,tpm,8,0.005265825485813423,0.0024448131768512026,0.010215863640890145,0.08759167045304975
50007L,tpm,16,0.005182058052512498,0.0024471120423453434,0.010191834937822268,0.07989905838826823
50007L,tpm,32,0.005025979666528054,0.0024395500440536977,0.010159961512826316,0.07626931833604067
50007L,tpm,64,0.004277068198340539,0.0021384732200113166,0.00890978757036727,0.07975391914037198
50007L,mc1,1,0.004148988238427632,0.002306213572433061,0.008774178180216644,0.06795155607251654
50007L,mc1,2,0.003903284640927357,0.002170348066588699,0.008279583863893195,0.06101301117620501
50007L,mc1,4,0.003664507014801061,0.002054818085537709,0.007771576115639299,0.05872925422040152
50007L,mc1,8,0.003460020439248619,0.001944851032363533,0.00726042939281587,0.05972304364081351
50007L,mc1,16,0.003216223454630703,0.001818598737859544,0.006753652091916067,0.05910496654740268
50007L,mc1,32,0.002925700936925549,0.0016694311199268524,0.006179119434705971,0.05367125356536451
50007L,mc1,64,0.002418871851759483,0.00134221494910322,0.005075457559669939,0.03974405584961046
50001R,tpm,1,0.004916310293073935,0.002293617097153038,0.009621189175923648,0.07797655772962334
50001R,tpm,2,0.00484338916335409,0.002267698905671528,0.009450371165049211,0.07762966120051573
50001R,tpm,4,0.004792910464092687,0.0022489738240921526,0.009328470018566584,0.07607382147999134
50001R,tpm,8,0.004737767818306416,0.002237775242936774,0.0092617474330712,0.07613631109840369
50001R,tpm,16,0.004689025453369278,0.002227851483449463,0.009259799830876558,0.07384327191699744
